ID,name,Make,Model,Version,Price,Link,Model Date,Km Run,Energy,Engine Type,City,Color,Assembly,EngineCapacity,image1,image2,image3,image4,image5,Features
11,"
Toyota Corolla  2003 2.0D for Sale",Toyota,Corolla,2.0D,"
PKR 14.5 lacs",https://www.pakwheels.com/used-cars/toyota-corolla-2003-for-sale-in-lahore-3206408,2003,"

72,000 km","

Diesel","

Manual",Lahore,Black,Local,2000 cc,https://cache3.pakwheels.com/ad_pictures/2851/toyota-corolla-2-0d-2003-28514153.jpg,https://cache4.pakwheels.com/ad_pictures/2851/toyota-corolla-2-0d-2003-28514154.jpg,https://cache1.pakwheels.com/ad_pictures/2851/toyota-corolla-2-0d-2003-28514155.jpg,https://cache2.pakwheels.com/ad_pictures/2851/toyota-corolla-2-0d-2003-28514158.jpg,https://cache1.pakwheels.com/ad_pictures/2851/toyota-corolla-2-0d-2003-28514159.jpg,"['AM/FM Radio', 'Air Conditioning', 'Cassette Player', 'Power Steering']"
12,"
Toyota Corolla  1993 SE Limited for Sale",Toyota,Corolla,SE Limited,"
PKR 8.65 lacs",https://www.pakwheels.com/used-cars/toyota-corolla-1993-for-sale-in-abottabad-3267582,1993,"

142,304 km","

Petrol","

Manual",Peshawar,Beige,Imported,1500 cc,https://cache3.pakwheels.com/ad_pictures/2922/toyota-corolla-se-limited-1993-29222029.jpg,https://cache1.pakwheels.com/ad_pictures/2922/toyota-corolla-se-limited-1993-29222030.jpg,https://cache1.pakwheels.com/ad_pictures/2922/toyota-corolla-se-limited-1993-29222031.jpg,https://cache2.pakwheels.com/ad_pictures/2922/toyota-corolla-se-limited-1993-29222032.jpg,https://cache1.pakwheels.com/ad_pictures/2922/toyota-corolla-se-limited-1993-29222033.jpg,"['AM/FM Radio', 'Air Conditioning', 'Alloy Rims', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"
13,"
Toyota Corolla  2009 2.0D for Sale",Toyota,Corolla,,"
PKR 12.5 lacs",https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-rawalpindi-3208989,2009,"

80,128 km","

Diesel","

Manual",Peshawar,White,Local,2000 cc,https://cache4.pakwheels.com/ad_pictures/2854/toyota-corolla-2-0d-2009-28543750.jpg,https://cache4.pakwheels.com/ad_pictures/2854/toyota-corolla-2-0d-2009-28543753.jpg,https://cache2.pakwheels.com/ad_pictures/2854/toyota-corolla-2-0d-2009-28543755.jpg,https://cache4.pakwheels.com/ad_pictures/2854/toyota-corolla-2-0d-2009-28543756.jpg,https://cache4.pakwheels.com/ad_pictures/2854/toyota-corolla-2-0d-2009-28543757.jpg,"['AM/FM Radio', 'Air Conditioning', 'CD Player', 'Keyless Entry', 'Power Locks', 'Power Steering']"
14,"
Toyota Corolla  2012 Altis Cruisetronic 1.6 fo...",Toyota,Corolla,Cruisetronic 1.6,"
PKR 16.5 lacs",https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-rawalpindi-3223679,2012,"

85,000 km","

Petrol","

Automatic",Islamabad,Blue,Local,1600 cc,https://cache1.pakwheels.com/ad_pictures/2871/toyota-corolla-1-6-cruisetronic-2012-28715938.jpg,https://cache1.pakwheels.com/ad_pictures/2871/toyota-corolla-1-6-cruisetronic-2012-28715939.jpg,https://cache1.pakwheels.com/ad_pictures/2871/toyota-corolla-1-6-cruisetronic-2012-28715943.jpg,https://cache4.pakwheels.com/ad_pictures/2871/toyota-corolla-1-6-cruisetronic-2012-28715944.jpg,https://cache3.pakwheels.com/ad_pictures/2871/toyota-corolla-1-6-cruisetronic-2012-28715953.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Cruise Control', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"
15,"
Toyota Corolla  1982  for Sale",Toyota,Corolla,,"
PKR 3 lacs",https://www.pakwheels.com/used-cars/toyota-corolla-1982-for-sale-in-lahore-2629011,1982,"

150,000 km","

Petrol","

Manual",Lahore,Blue,Imported,2000 cc,https://cache1.pakwheels.com/ad_pictures/2923/toyota-corolla-1982-29230703.jpg,https://cache3.pakwheels.com/ad_pictures/2923/toyota-corolla-1982-29230697.jpg,https://cache1.pakwheels.com/ad_pictures/2923/toyota-corolla-1982-29230700.jpg,https://cache2.pakwheels.com/ad_pictures/2923/toyota-corolla-1982-29230702.jpg,https://cache4.pakwheels.com/ad_pictures/2923/toyota-corolla-1982-29230696.jpg,"['ABS', 'Alloy Rims', 'Power Steering']"
16,"
Toyota Corolla  2009 XLi VVTi for Sale",Toyota,Corolla,VVTi,"
PKR 11.25 lacs",https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-faisalabad-3268335,2009,"

195,000 km","

Petrol","

Manual",Faisalabad,White,Local,1300 cc,https://cache3.pakwheels.com/ad_pictures/2923/toyota-corolla-xli-vvti-2009-29230736.jpg,https://cache4.pakwheels.com/ad_pictures/2923/toyota-corolla-xli-vvti-2009-29230737.jpg,,,,"['AM/FM Radio', 'Air Conditioning', 'DVD Player', 'Power Locks', 'Power Mirrors', 'Power Steering']"
17,"
Toyota Corolla  2015 Altis Grande CVT-i 1.8 fo...",Toyota,Corolla,Altis Grande CVT-i 1.8,"
PKR 23.75 lacs",https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-multan-3255644,2015,"

52,000 km","

Petrol","

Automatic",Multan,White,Local,1800 cc,https://cache4.pakwheels.com/ad_pictures/2908/toyota-corolla-altis-1-8-grande-automatic-2015-29086265.jpg,https://cache2.pakwheels.com/ad_pictures/2908/toyota-corolla-altis-1-8-grande-automatic-2015-29086263.jpg,https://cache3.pakwheels.com/ad_pictures/2908/toyota-corolla-altis-1-8-grande-automatic-2015-29086262.jpg,https://cache4.pakwheels.com/ad_pictures/2908/toyota-corolla-altis-1-8-grande-automatic-2015-29086277.jpg,https://cache3.pakwheels.com/ad_pictures/2908/toyota-corolla-altis-1-8-grande-automatic-2015-29086267.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Cruise Control', 'DVD Player', 'Immobilizer Key', 'Keyless Entry', 'Navigation System', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"
18,"
Toyota Corolla  2009 Altis 1.6 for Sale",Toyota,Corolla,1.6,"
PKR 14 lacs",https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-karachi-3268317,2009,"

66,000 km","

Petrol","

Manual",Karachi,Black,Imported,1600 cc,https://cache3.pakwheels.com/ad_pictures/2923/toyota-corolla-1-6-2009-29230483.jpg,https://cache3.pakwheels.com/ad_pictures/2923/toyota-corolla-1-6-2009-29230486.jpg,https://cache4.pakwheels.com/ad_pictures/2923/toyota-corolla-1-6-2009-29230485.jpg,,,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'DVD Player', 'Immobilizer Key', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"
19,"
Toyota Corolla  2012 GLi Automatic 1.6 VVTi fo...",Toyota,Corolla,Automatic 1.6 VVTi,"
PKR 15.5 lacs",https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-karachi-3268313,2012,"

116,000 km","

Petrol","

Automatic",Karachi,Gold,Local,1600 cc,https://cache3.pakwheels.com/ad_pictures/2923/toyota-corolla-1-6-gli-automatic-2012-29230408.jpg,https://cache3.pakwheels.com/ad_pictures/2923/toyota-corolla-1-6-gli-automatic-2012-29230411.jpg,https://cache1.pakwheels.com/ad_pictures/2923/toyota-corolla-1-6-gli-automatic-2012-29230414.jpg,https://cache3.pakwheels.com/ad_pictures/2923/toyota-corolla-1-6-gli-automatic-2012-29230413.jpg,https://cache3.pakwheels.com/ad_pictures/2923/toyota-corolla-1-6-gli-automatic-2012-29230409.jpg,"['ABS', 'AM/FM Radio', 'Air Conditioning', 'CD Player', 'DVD Player', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"
20,"
Toyota Corolla  1993 LX Limited 1.5 for Sale",Toyota,Corolla,Limited 1.5,"
PKR 8.65 lacs",https://www.pakwheels.com/used-cars/toyota-corolla-1993-for-sale-in-peshawar-3268311,1993,"

146,457 km","

Petrol","

Automatic",Peshawar,Green Van,Imported,1500 cc,https://cache3.pakwheels.com/ad_pictures/2923/toyota-corolla-lx-limited-1-5-1993-29230368.jpg,,,,,"['AM/FM Radio', 'Air Conditioning', 'Power Locks', 'Power Steering', 'Power Windows']"
21,"
Toyota Corolla  2015 Altis Automatic 1.6 for Sale",Toyota,Corolla,Automatic 1.6,"
PKR 22.5 lacs",https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-3268299,2015,"

33,000 km","

Petrol","

Automatic",Lahore,Silver,Local,1600 cc,https://cache2.pakwheels.com/ad_pictures/2923/toyota-corolla-altis-1-6-automatic-2015-29230243.jpg,https://cache4.pakwheels.com/ad_pictures/2923/toyota-corolla-altis-1-6-automatic-2015-29230244.jpg,https://cache4.pakwheels.com/ad_pictures/2923/toyota-corolla-altis-1-6-automatic-2015-29230245.jpg,https://cache4.pakwheels.com/ad_pictures/2923/toyota-corolla-altis-1-6-automatic-2015-29230246.jpg,https://cache2.pakwheels.com/ad_pictures/2923/toyota-corolla-altis-1-6-automatic-2015-29230247.jpg,"['ABS', 'AM/FM Radio', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Front Speakers', 'Keyless Entry', 'Navigation System', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Rear Camera', 'Rear speakers', 'USB and Auxillary Cable']"
22,"
Toyota Corolla  2013 XLi VVTi for Sale",Toyota,Corolla,XLi VVTi,"
PKR 15.2 lacs",https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-lahore-3268298,2013,"

87,000 km","

Petrol","

Manual",Lahore,Silver,Local,1300 cc,https://cache1.pakwheels.com/ad_pictures/2923/toyota-corolla-xli-vvti-2013-29230193.jpg,https://cache2.pakwheels.com/ad_pictures/2923/toyota-corolla-xli-vvti-2013-29230191.jpg,https://cache3.pakwheels.com/ad_pictures/2923/toyota-corolla-xli-vvti-2013-29230187.jpg,https://cache1.pakwheels.com/ad_pictures/2923/toyota-corolla-xli-vvti-2013-29230194.jpg,https://cache2.pakwheels.com/ad_pictures/2923/toyota-corolla-xli-vvti-2013-29230189.jpg,"['AM/FM Radio', 'Air Conditioning', 'CD Player', 'DVD Player', 'Keyless Entry', 'Power Locks', 'Power Steering']"
23,"
Toyota Corolla  2015 XLi VVTi for Sale",Toyota,Corolla,XLi VVTi,"
PKR 19.75 lacs",https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-3268288,2015,"

57,000 km","

Petrol","

Manual",Islamabad,Black,Local,1300 cc,https://cache4.pakwheels.com/ad_pictures/2923/toyota-corolla-xli-vvti-2015-29230111.jpg,https://cache1.pakwheels.com/ad_pictures/2923/toyota-corolla-xli-vvti-2015-29230110.jpg,,,,"['AM/FM Radio', 'Air Conditioning', 'CD Player', 'DVD Player', 'Immobilizer Key', 'Keyless Entry', 'Power Mirrors', 'Power Steering']"
24,"
Toyota Corolla  2017 Altis Automatic 1.6 for Sale",Toyota,Corolla,Automatic 1.6,"
PKR 26.4 lacs",https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-islamabad-3268275,2017,"

15,000 km","

Petrol","

Automatic",Islamabad,White,Local,1600 cc,https://cache3.pakwheels.com/ad_pictures/2922/toyota-corolla-altis-1-6-automatic-2017-29229979.jpg,https://cache2.pakwheels.com/ad_pictures/2922/toyota-corolla-altis-1-6-automatic-2017-29229977.jpg,https://cache2.pakwheels.com/ad_pictures/2922/toyota-corolla-altis-1-6-automatic-2017-29229974.jpg,https://cache4.pakwheels.com/ad_pictures/2922/toyota-corolla-altis-1-6-automatic-2017-29229976.jpg,https://cache3.pakwheels.com/ad_pictures/2922/toyota-corolla-altis-1-6-automatic-2017-29229983.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Immobilizer Key', 'Keyless Entry', 'Navigation System', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"
25,"
Toyota Corolla  2013 GLi Automatic 1.6 VVTi fo...",Toyota,Corolla,GLi Automatic 1.6 VVTi,"

                        Call",https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-karachi-3268272,2013,"

55,000 km","

Petrol","

Automatic",Karachi,White,Imported,1300 cc,https://cache4.pakwheels.com/ad_pictures/2923/toyota-corolla-1-6-gli-automatic-2013-29230004.jpg,https://cache3.pakwheels.com/ad_pictures/2923/toyota-corolla-1-6-gli-automatic-2013-29230005.jpg,https://cache4.pakwheels.com/ad_pictures/2923/toyota-corolla-1-6-gli-automatic-2013-29230006.jpg,https://cache4.pakwheels.com/ad_pictures/2923/toyota-corolla-1-6-gli-automatic-2013-29230007.jpg,https://cache1.pakwheels.com/ad_pictures/2923/toyota-corolla-1-6-gli-automatic-2013-29230008.jpg,"['ABS', 'Air Bags', 'Air Conditioning', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"
26,"
Toyota Corolla  2014 XLi VVTi for Sale",Toyota,Corolla,XLi VVTi,"
PKR 17.45 lacs",https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-faisalabad-3268264,2014,"

79,000 km","

Petrol","

Manual",Lahore,Black,Local,1300 cc,https://cache2.pakwheels.com/ad_pictures/2922/toyota-corolla-xli-vvti-2014-29229876.jpg,https://cache4.pakwheels.com/ad_pictures/2922/toyota-corolla-xli-vvti-2014-29229874.jpg,https://cache2.pakwheels.com/ad_pictures/2922/toyota-corolla-xli-vvti-2014-29229877.jpg,https://cache2.pakwheels.com/ad_pictures/2922/toyota-corolla-xli-vvti-2014-29229879.jpg,https://cache4.pakwheels.com/ad_pictures/2922/toyota-corolla-xli-vvti-2014-29229883.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'DVD Player', 'Immobilizer Key', 'Keyless Entry', 'Navigation System', 'Power Locks', 'Power Mirrors', 'Power Steering']"
27,"
Toyota Corolla  2018 Altis Grande CVT-i 1.8 fo...",Toyota,Corolla,Altis Grande CVT-i 1.8,"
PKR 30.55 lacs",https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-3268258,2018,"

15,000 km","

Petrol","

Automatic",Karachi,White,Local,1800 cc,https://cache1.pakwheels.com/ad_pictures/2922/toyota-corolla-altis-1-8-grande-automatic-2018-29229865.jpg,https://cache2.pakwheels.com/ad_pictures/2922/toyota-corolla-altis-1-8-grande-automatic-2018-29229867.jpg,https://cache1.pakwheels.com/ad_pictures/2922/toyota-corolla-altis-1-8-grande-automatic-2018-29229862.jpg,https://cache2.pakwheels.com/ad_pictures/2922/toyota-corolla-altis-1-8-grande-automatic-2018-29229858.jpg,https://cache2.pakwheels.com/ad_pictures/2922/toyota-corolla-altis-1-8-grande-automatic-2018-29229857.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Cruise Control', 'Immobilizer Key', 'Keyless Entry', 'Navigation System', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"
28,"
Toyota Corolla  1996 2.0D for Sale",Toyota,Corolla,,"
PKR 6.25 lacs",https://www.pakwheels.com/used-cars/toyota-corolla-1996-for-sale-in-rawalpindi-3268241,1996,"

145,000 km","

Diesel","

Manual",Islamabad,White,Local,2000 cc,https://cache4.pakwheels.com/ad_pictures/2922/toyota-corolla-2-0d-1996-29229650.jpg,https://cache1.pakwheels.com/ad_pictures/2922/toyota-corolla-2-0d-1996-29229651.jpg,https://cache4.pakwheels.com/ad_pictures/2922/toyota-corolla-2-0d-1996-29229653.jpg,https://cache3.pakwheels.com/ad_pictures/2922/toyota-corolla-2-0d-1996-29229655.jpg,https://cache2.pakwheels.com/ad_pictures/2922/toyota-corolla-2-0d-1996-29229657.jpg,"['AM/FM Radio', 'Air Conditioning', 'Cassette Player']"
29,"
Toyota Corolla  2012 XLi VVTi for Sale",Toyota,Corolla,XLi VVTi,"
PKR 14.99 lacs",https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-chakwal-3268236,2012,"

91,200 km","

Petrol","

Manual",Lahore,White,Local,1300 cc,https://cache4.pakwheels.com/ad_pictures/2922/toyota-corolla-xli-vvti-2012-29229560.jpg,https://cache3.pakwheels.com/ad_pictures/2922/toyota-corolla-xli-vvti-2012-29229559.jpg,https://cache3.pakwheels.com/ad_pictures/2922/toyota-corolla-xli-vvti-2012-29229558.jpg,https://cache2.pakwheels.com/ad_pictures/2922/toyota-corolla-xli-vvti-2012-29229556.jpg,https://cache4.pakwheels.com/ad_pictures/2922/toyota-corolla-xli-vvti-2012-29229561.jpg,[]
